template,climate_zone,under_8000_hours,nontransient_dwelling,percent_oa_0_to_10,percent_oa_10_to_20,percent_oa_20_to_30,percent_oa_30_to_40,percent_oa_40_to_50,percent_oa_50_to_60,percent_oa_60_to_70,percent_oa_70_to_80,percent_oa_greater_than_80,enthalpy_recovery_ratio_design_conditions,enthalpy_recovery_ratio,annotation
90.1-2019,ASHRAE 169-2006-5C,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Heating,0.5,
90.1-2019,ASHRAE 169-2006-6A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-6A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-6A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Heating,0.5,
90.1-2019,ASHRAE 169-2006-6A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-6A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-6A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2006-6B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-6B,TRUE,FALSE,,28000,26500,11000,5500,4500,3500,2500,1500,Heating,0.5,
90.1-2019,ASHRAE 169-2006-6B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-6B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2006-7A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-7A,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2006-7A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-7A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2006-7B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-7B,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2006-7B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-7B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2006-8A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-8A,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2006-8A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-8A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2006-8B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-8B,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2006-8B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2006-8B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-1A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1B,TRUE,FALSE,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-1B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2B,TRUE,FALSE,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-2B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-3A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-3B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3B,TRUE,FALSE,,,,,,,,,,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3B,TRUE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-3B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-3B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-3C,TRUE,TRUE,,,,,,,,,,,,
90.1-2019,ASHRAE 169-2013-3C,TRUE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-3C,FALSE,TRUE,,,,,,,,,,,,
90.1-2019,ASHRAE 169-2013-3C,FALSE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-4A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-4A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4B,TRUE,FALSE,,,,,,,,,,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-4B,TRUE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4B,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-4B,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4C,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4C,TRUE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-4C,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-4C,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-5A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-5A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5B,TRUE,FALSE,,,,,,,,,,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5B,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5C,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5C,TRUE,FALSE,,,,,,26000,12000,5000,4000,Heating,0.5,
90.1-2019,ASHRAE 169-2013-5C,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-5C,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-6A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-6A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-6A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Heating,0.5,
90.1-2019,ASHRAE 169-2013-6A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-6A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-6A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-6B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-6B,TRUE,FALSE,,28000,26500,11000,5500,4500,3500,2500,1500,Heating,0.5,
90.1-2019,ASHRAE 169-2013-6B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-6B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-7A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-7A,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-7A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-7A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-7B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-7B,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-7B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-7B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-8A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-8A,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-8A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-8A,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2019,ASHRAE 169-2013-8B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-8B,TRUE,FALSE,,4500,4000,2500,1000,140,120,100,80,Heating,0.5,
90.1-2019,ASHRAE 169-2013-8B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Heating,0.6,
90.1-2019,ASHRAE 169-2013-8B,FALSE,FALSE,,200,130,100,80,70,60,50,40,Heating,0.5,
90.1-2010,ASHRAE 169-2006-0A,,,,,,5500,4500,3500,2000,1000,0,,,
90.1-2010,ASHRAE 169-2006-0B,,,,,,,,26000,12000,5000,4000,,,
90.1-2010,ASHRAE 169-2013-0A,,,,,,5500,4500,3500,2000,1000,0,,,
90.1-2010,ASHRAE 169-2013-0B,,,,,,,,26000,12000,5000,4000,,,
90.1-2013,ASHRAE 169-2006-0A,TRUE,,,26000,16000,5500,4500,3500,2000,1000,0,,,
90.1-2013,ASHRAE 169-2006-0A,FALSE,,,2500,2000,1000,500,0,0,0,0,,,
90.1-2013,ASHRAE 169-2006-0B,TRUE,,,,,,,26000,12000,5000,4000,,,
90.1-2013,ASHRAE 169-2006-0B,FALSE,,,,19500,9000,5000,4000,3000,1500,0,,,
90.1-2013,ASHRAE 169-2013-0A,TRUE,,,26000,16000,5500,4500,3500,2000,1000,0,,,
90.1-2013,ASHRAE 169-2013-0A,FALSE,,,2500,2000,1000,500,0,0,0,0,,,
90.1-2013,ASHRAE 169-2013-0B,TRUE,,,,,,,26000,12000,5000,4000,,,
90.1-2013,ASHRAE 169-2013-0B,FALSE,,,,19500,9000,5000,4000,3000,1500,0,,,
90.1-2016,ASHRAE 169-2006-0A,TRUE,,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2016,ASHRAE 169-2006-0A,FALSE,,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2016,ASHRAE 169-2006-0B,TRUE,,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2016,ASHRAE 169-2006-0B,FALSE,,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2016,ASHRAE 169-2013-0A,TRUE,,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2016,ASHRAE 169-2013-0A,FALSE,,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2016,ASHRAE 169-2013-0B,TRUE,,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2016,ASHRAE 169-2013-0B,FALSE,,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0B,TRUE,FALSE,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2006-0B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0A,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0A,TRUE,FALSE,,26000,16000,5500,4500,3500,2000,1000,120,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0A,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0A,FALSE,FALSE,,2500,2000,1000,500,140,120,100,80,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0B,TRUE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0B,TRUE,FALSE,,,,,,26000,12000,5000,4000,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0B,FALSE,TRUE,0,0,0,0,0,0,0,0,0,Cooling,0.5,
90.1-2019,ASHRAE 169-2013-0B,FALSE,FALSE,,,19500,9000,5000,4000,3000,1500,120,Cooling,0.5,
